-1.747970432043075562e-01,-5.366070270538330078e-01,-6.942660808563232422e-01,-7.871856093406677246e-01,-7.941164970397949219e-01,-7.154679894447326660e-01,-7.982170581817626953e-01,-7.569107413291931152e-01,-8.054190874099731445e-01,-8.129197359085083008e-01,-8.110578656196594238e-01
-1.747970432043075562e-01,-2.664288878440856934e-02,2.925693988800048828e-02,-3.098762035369873047e-01,-5.895494222640991211e-01,-3.888910412788391113e-01,-4.818358123302459717e-01,-7.717928886413574219e-01,-7.561401128768920898e-01,-8.041658997535705566e-01,-6.763370633125305176e-01
-1.747970432043075562e-01,3.198263049125671387e-02,4.544329643249511719e-02,5.996644496917724609e-02,5.885934829711914062e-02,6.089159846305847168e-02,6.213536858558654785e-02,6.212624907493591309e-02,6.185626983642578125e-02,4.591917991638183594e-02,3.104478120803833008e-02
-1.747970432043075562e-01,-4.224088788032531738e-02,2.900466322898864746e-02,4.011362791061401367e-02,-2.974322438240051270e-02,-7.106809616088867188e-01,-7.866753935813903809e-01,-8.044534921646118164e-01,-8.107652068138122559e-01,-8.079392910003662109e-01,-6.913264989852905273e-01
-1.747970432043075562e-01,-2.267435938119888306e-01,-4.197941422462463379e-01,-6.095595359802246094e-01,-6.503262519836425781e-01,-7.885369062423706055e-01,-7.947903871536254883e-01,-7.877471446990966797e-01,-7.907294034957885742e-01,-7.818712592124938965e-01,-7.716219425201416016e-01
-1.747970432043075562e-01,-7.630778551101684570e-01,-7.202538251876831055e-01,-7.960962057113647461e-01,-8.125565052032470703e-01,-8.138955831527709961e-01,-8.138574957847595215e-01,-8.139490485191345215e-01,-8.140079975128173828e-01,-8.140072822570800781e-01,-8.140095472335815430e-01
-1.747970432043075562e-01,-2.209558039903640747e-01,-2.347183972597122192e-01,-6.308224797248840332e-02,5.325135588645935059e-02,-9.271621704101562500e-02,-1.855938881635665894e-01,-3.955183625221252441e-01,-3.323571979999542236e-01,-3.569835126399993896e-01,-5.909189581871032715e-01
-1.747970432043075562e-01,-4.478488564491271973e-01,-7.683261036872863770e-01,-6.655638217926025391e-01,-6.194528937339782715e-01,-3.917576074600219727e-01,-6.041370630264282227e-01,-7.672978639602661133e-01,-8.099720478057861328e-01,-8.093171715736389160e-01,-8.135934472084045410e-01
-1.747970432043075562e-01,4.471865296363830566e-02,-1.789394915103912354e-01,-1.800081729888916016e-01,3.229281306266784668e-02,4.546678066253662109e-02,4.209262132644653320e-02,-1.040904819965362549e-01,-6.676703691482543945e-01,-5.228648781776428223e-01,-8.887797594070434570e-02
-1.747970432043075562e-01,-4.470421671867370605e-01,-7.699396610260009766e-01,-8.137100338935852051e-01,-8.139801621437072754e-01,-8.139952421188354492e-01,-8.138453960418701172e-01,-8.136687874794006348e-01,-8.136506676673889160e-01,-8.139065504074096680e-01,-8.139885663986206055e-01
-1.747970432043075562e-01,2.350941300392150879e-02,1.795402169227600098e-02,-6.481566429138183594e-01,-7.799217700958251953e-01,-8.096565604209899902e-01,-8.130516409873962402e-01,-8.123879432678222656e-01,-8.132104873657226562e-01,-8.135932683944702148e-01,-8.112031221389770508e-01
-1.747970432043075562e-01,-5.428479909896850586e-01,-3.134074807167053223e-02,-2.946179211139678955e-01,-3.695037961006164551e-01,-5.783360600471496582e-01,-6.238290071487426758e-01,-5.738409757614135742e-01,-5.202975869178771973e-01,-7.525083422660827637e-01,-8.090298175811767578e-01
-1.747970432043075562e-01,5.695635080337524414e-02,4.100179672241210938e-02,5.238482356071472168e-02,-1.738823056221008301e-01,-3.822065889835357666e-01,-5.374507904052734375e-01,-4.650796055793762207e-01,-8.117151260375976562e-01,-8.121382594108581543e-01,-8.138744831085205078e-01
-1.747970432043075562e-01,-1.599990129470825195e-01,-6.324513554573059082e-01,-7.865107655525207520e-01,-8.038409948348999023e-01,-8.131232857704162598e-01,-8.137880563735961914e-01,-8.139948844909667969e-01,-8.140093088150024414e-01,-8.140084743499755859e-01,-8.140095472335815430e-01
-1.747970432043075562e-01,-3.426674306392669678e-01,-1.683910787105560303e-01,-5.065187811851501465e-01,-7.560172080993652344e-01,-7.608813047409057617e-01,-6.096224784851074219e-01,-7.958645820617675781e-01,-8.056590557098388672e-01,-8.138021826744079590e-01,-8.139493465423583984e-01
-1.747970432043075562e-01,-2.594841122627258301e-01,-6.595498323440551758e-01,-7.680884599685668945e-01,-8.118464946746826172e-01,-8.125120997428894043e-01,-8.077510595321655273e-01,-8.135094046592712402e-01,-8.139142990112304688e-01,-8.138651847839355469e-01,-8.132004737854003906e-01
-1.747970432043075562e-01,-7.320687174797058105e-01,-7.759919166564941406e-01,-7.755768299102783203e-01,-7.944697141647338867e-01,-8.138849735260009766e-01,-8.138211369514465332e-01,-8.121511936187744141e-01,-8.126259446144104004e-01,-8.138853907585144043e-01,-8.139806985855102539e-01
-1.747970432043075562e-01,4.203692078590393066e-02,5.588167905807495117e-02,5.899593234062194824e-02,5.944299697875976562e-02,4.648616909980773926e-02,2.512323856353759766e-02,-6.511420011520385742e-03,1.933333277702331543e-02,5.765169858932495117e-02,6.130111217498779297e-02
-1.747970432043075562e-01,-7.213878631591796875e-01,-7.291716337203979492e-01,-6.386377811431884766e-01,-5.338685512542724609e-01,-7.428331375122070312e-01,-8.237630128860473633e-03,-4.684560596942901611e-01,-7.698686718940734863e-01,-7.731026411056518555e-01,-2.946165800094604492e-01
-1.747970432043075562e-01,-5.885872244834899902e-01,-7.150366902351379395e-01,-5.006042718887329102e-01,-5.999105572700500488e-01,-7.309516668319702148e-01,-6.814244985580444336e-01,-6.823456287384033203e-01,-4.504022300243377686e-01,-9.411570429801940918e-02,-8.712819218635559082e-02
-1.747970432043075562e-01,-1.701203286647796631e-01,-1.904402077198028564e-01,-1.262310147285461426e-01,-1.936488300561904907e-01,-2.949445843696594238e-01,-3.598055243492126465e-02,5.116027593612670898e-02,-1.625838726758956909e-01,-2.539595961570739746e-01,-6.125272512435913086e-01
-1.747970432043075562e-01,-3.960177898406982422e-01,-3.453775048255920410e-01,-1.977396309375762939e-01,-3.440237641334533691e-01,-7.964924573898315430e-01,-8.122027516365051270e-01,-8.083726763725280762e-01,-8.139878511428833008e-01,-8.138929605484008789e-01,-8.138266801834106445e-01
-1.747970432043075562e-01,1.691538095474243164e-02,-3.935483098030090332e-02,-7.326898574829101562e-01,-7.092893123626708984e-01,-4.103775024414062500e-01,-1.671890318393707275e-01,-5.224724411964416504e-01,-5.862945318222045898e-01,-7.499276399612426758e-01,-8.049416542053222656e-01
-1.747970432043075562e-01,-2.183479070663452148e-02,-4.781724214553833008e-01,-7.553234100341796875e-01,-8.091058731079101562e-01,-8.138200044631958008e-01,-8.138605356216430664e-01,-8.132486939430236816e-01,-8.136847019195556641e-01,-8.139975070953369141e-01,-8.139753341674804688e-01
-1.747970432043075562e-01,3.872725367546081543e-02,-5.303281545639038086e-02,-2.697768807411193848e-01,-1.849138736724853516e-01,3.435382246971130371e-02,-4.738309979438781738e-02,-5.821948647499084473e-01,-4.558101296424865723e-01,-2.495413720607757568e-01,-3.552556633949279785e-01
-1.747970432043075562e-01,-4.929410517215728760e-01,-2.141254842281341553e-01,-1.347380876541137695e-01,-5.212112069129943848e-01,-5.967450141906738281e-01,-7.998939752578735352e-01,-7.845453023910522461e-01,-8.028696179389953613e-01,-8.109872937202453613e-01,-8.122999668121337891e-01
-1.747970432043075562e-01,-2.571966350078582764e-01,-7.367166876792907715e-02,-1.948186755180358887e-02,-1.008796691894531250e-01,-1.248025894165039062e-02,1.718848943710327148e-03,-1.249074339866638184e-01,-2.557390332221984863e-01,-4.241132736206054688e-01,-3.322550058364868164e-01
-1.747970432043075562e-01,-4.185338020324707031e-01,-6.442160606384277344e-01,-7.385891675949096680e-02,1.722928881645202637e-02,-1.730149984359741211e-01,-9.188908338546752930e-02,-1.326109319925308228e-01,-1.024774312973022461e-01,-1.396994441747665405e-01,1.606455445289611816e-02
-1.747970432043075562e-01,-1.535553932189941406e-01,-2.699297368526458740e-01,-5.132824182510375977e-02,-5.953249335289001465e-02,-9.281504154205322266e-02,-8.428731560707092285e-02,-1.870724856853485107e-01,-2.834292948246002197e-01,-6.054780483245849609e-01,-7.747343778610229492e-01
-1.747970432043075562e-01,-6.349896788597106934e-01,-8.037576079368591309e-01,-8.127815723419189453e-01,-8.134747147560119629e-01,-8.136212825775146484e-01,-8.138682842254638672e-01,-8.140085339546203613e-01,-8.139975666999816895e-01,-8.139560222625732422e-01,-8.139364123344421387e-01
-1.747970432043075562e-01,4.649186134338378906e-02,-7.475751638412475586e-02,5.402669310569763184e-02,-1.299598813056945801e-02,-1.799023151397705078e-02,-4.964155554771423340e-01,-5.865755677223205566e-01,-5.510760545730590820e-01,-6.719802618026733398e-01,-5.492934584617614746e-01
